starttime	seconds	ctime	dtime	ttime	wait
Tue Apr 12 19:07:46 2022	1649783266	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:46 2022	1649783266	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:42 2022	1649783262	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	2	3	2
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	2	3	2
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:46 2022	1649783266	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:46 2022	1649783266	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	2	3	2
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:46 2022	1649783266	0	3	3	3
Tue Apr 12 19:07:46 2022	1649783266	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:49 2022	1649783269	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:48 2022	1649783268	1	3	3	3
Tue Apr 12 19:07:43 2022	1649783263	0	3	3	3
Tue Apr 12 19:07:46 2022	1649783266	1	3	3	3
