starttime	seconds	ctime	dtime	ttime	wait
Tue Apr 12 18:21:32 2022	1649780492	1	7	8	7
Tue Apr 12 18:21:28 2022	1649780488	1	7	8	3
Tue Apr 12 18:21:27 2022	1649780487	3	6	8	4
Tue Apr 12 18:21:32 2022	1649780492	1	7	8	6
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	5
Tue Apr 12 18:21:32 2022	1649780492	3	5	8	5
Tue Apr 12 18:21:29 2022	1649780489	3	6	8	4
Tue Apr 12 18:21:27 2022	1649780487	2	6	8	5
Tue Apr 12 18:21:27 2022	1649780487	2	6	8	6
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	7
Tue Apr 12 18:21:30 2022	1649780490	3	6	8	4
Tue Apr 12 18:21:26 2022	1649780486	2	6	8	5
Tue Apr 12 18:21:27 2022	1649780487	1	7	8	7
Tue Apr 12 18:21:27 2022	1649780487	2	7	8	6
Tue Apr 12 18:21:26 2022	1649780486	2	7	8	5
Tue Apr 12 18:21:29 2022	1649780489	3	6	8	4
Tue Apr 12 18:21:33 2022	1649780493	3	6	8	6
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	7
Tue Apr 12 18:21:26 2022	1649780486	1	7	8	7
Tue Apr 12 18:21:27 2022	1649780487	2	7	8	4
Tue Apr 12 18:21:27 2022	1649780487	3	5	8	5
Tue Apr 12 18:21:26 2022	1649780486	3	5	8	5
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	6
Tue Apr 12 18:21:31 2022	1649780491	4	4	8	4
Tue Apr 12 18:21:32 2022	1649780492	1	8	8	6
Tue Apr 12 18:21:32 2022	1649780492	1	7	8	6
Tue Apr 12 18:21:33 2022	1649780493	2	6	8	6
Tue Apr 12 18:21:32 2022	1649780492	2	6	8	6
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	6
Tue Apr 12 18:21:33 2022	1649780493	2	7	8	6
Tue Apr 12 18:21:26 2022	1649780486	2	6	8	3
Tue Apr 12 18:21:28 2022	1649780488	3	5	8	5
Tue Apr 12 18:21:27 2022	1649780487	4	4	8	4
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	7
Tue Apr 12 18:21:33 2022	1649780493	1	7	8	3
Tue Apr 12 18:21:29 2022	1649780489	3	5	8	4
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	5
Tue Apr 12 18:21:28 2022	1649780488	4	5	8	4
Tue Apr 12 18:21:31 2022	1649780491	4	4	8	4
Tue Apr 12 18:21:26 2022	1649780486	3	5	8	5
Tue Apr 12 18:21:31 2022	1649780491	1	7	8	5
Tue Apr 12 18:21:27 2022	1649780487	1	8	8	8
Tue Apr 12 18:21:32 2022	1649780492	2	6	8	4
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	4
Tue Apr 12 18:21:28 2022	1649780488	3	5	8	5
Tue Apr 12 18:21:33 2022	1649780493	1	7	8	7
Tue Apr 12 18:21:28 2022	1649780488	2	7	8	2
Tue Apr 12 18:21:29 2022	1649780489	2	7	8	6
Tue Apr 12 18:21:31 2022	1649780491	4	5	8	4
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	5
Tue Apr 12 18:21:32 2022	1649780492	2	6	8	6
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	3
Tue Apr 12 18:21:33 2022	1649780493	1	7	8	6
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	7
Tue Apr 12 18:21:32 2022	1649780492	1	7	8	7
Tue Apr 12 18:21:26 2022	1649780486	2	7	8	2
Tue Apr 12 18:21:28 2022	1649780488	2	6	8	6
Tue Apr 12 18:21:31 2022	1649780491	2	7	8	7
Tue Apr 12 18:21:27 2022	1649780487	1	7	8	7
Tue Apr 12 18:21:26 2022	1649780486	1	7	8	4
Tue Apr 12 18:21:32 2022	1649780492	1	7	8	5
Tue Apr 12 18:21:29 2022	1649780489	2	6	8	6
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	7
Tue Apr 12 18:21:26 2022	1649780486	1	8	8	7
Tue Apr 12 18:21:33 2022	1649780493	1	7	8	6
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	6
Tue Apr 12 18:21:30 2022	1649780490	2	6	8	6
Tue Apr 12 18:21:28 2022	1649780488	2	7	8	7
Tue Apr 12 18:21:31 2022	1649780491	1	7	8	7
Tue Apr 12 18:21:28 2022	1649780488	3	6	8	5
Tue Apr 12 18:21:32 2022	1649780492	3	6	8	6
Tue Apr 12 18:21:33 2022	1649780493	2	6	8	6
Tue Apr 12 18:21:30 2022	1649780490	2	6	8	6
Tue Apr 12 18:21:32 2022	1649780492	2	6	8	6
Tue Apr 12 18:21:31 2022	1649780491	2	7	8	7
Tue Apr 12 18:21:33 2022	1649780493	1	7	8	3
Tue Apr 12 18:21:32 2022	1649780492	1	7	8	5
Tue Apr 12 18:21:26 2022	1649780486	3	5	8	5
Tue Apr 12 18:21:26 2022	1649780486	3	5	8	5
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	6
Tue Apr 12 18:21:32 2022	1649780492	2	6	8	3
Tue Apr 12 18:21:33 2022	1649780493	1	7	8	5
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	7
Tue Apr 12 18:21:30 2022	1649780490	2	7	8	7
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	7
Tue Apr 12 18:21:30 2022	1649780490	3	6	8	6
Tue Apr 12 18:21:27 2022	1649780487	2	6	8	6
Tue Apr 12 18:21:29 2022	1649780489	1	8	8	7
Tue Apr 12 18:21:31 2022	1649780491	1	7	8	4
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	7
Tue Apr 12 18:21:27 2022	1649780487	2	6	8	5
Tue Apr 12 18:21:26 2022	1649780486	2	7	8	7
Tue Apr 12 18:21:26 2022	1649780486	2	6	8	6
Tue Apr 12 18:21:32 2022	1649780492	1	7	8	7
Tue Apr 12 18:21:26 2022	1649780486	4	5	8	5
Tue Apr 12 18:21:28 2022	1649780488	2	7	8	4
Tue Apr 12 18:21:26 2022	1649780486	3	6	8	5
Tue Apr 12 18:21:31 2022	1649780491	2	6	8	3
Tue Apr 12 18:21:28 2022	1649780488	3	5	8	3
Tue Apr 12 18:21:26 2022	1649780486	3	5	8	5
Tue Apr 12 18:21:26 2022	1649780486	3	5	8	5
Tue Apr 12 18:21:28 2022	1649780488	2	6	8	6
Tue Apr 12 18:21:27 2022	1649780487	2	6	8	6
Tue Apr 12 18:21:31 2022	1649780491	3	5	8	5
Tue Apr 12 18:21:29 2022	1649780489	3	5	8	5
Tue Apr 12 18:21:32 2022	1649780492	1	8	8	7
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	5
Tue Apr 12 18:21:32 2022	1649780492	3	5	8	4
Tue Apr 12 18:21:29 2022	1649780489	2	7	8	4
Tue Apr 12 18:21:28 2022	1649780488	2	6	8	6
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	5
Tue Apr 12 18:21:26 2022	1649780486	2	6	8	3
Tue Apr 12 18:21:29 2022	1649780489	2	7	8	7
Tue Apr 12 18:21:33 2022	1649780493	1	7	8	4
Tue Apr 12 18:21:28 2022	1649780488	3	5	8	5
Tue Apr 12 18:21:28 2022	1649780488	2	6	8	6
Tue Apr 12 18:21:28 2022	1649780488	2	6	8	5
Tue Apr 12 18:21:27 2022	1649780487	1	7	8	6
Tue Apr 12 18:21:29 2022	1649780489	3	5	8	5
Tue Apr 12 18:21:32 2022	1649780492	1	7	8	7
Tue Apr 12 18:21:28 2022	1649780488	3	5	8	5
Tue Apr 12 18:21:32 2022	1649780492	3	5	8	5
Tue Apr 12 18:21:31 2022	1649780491	1	7	8	7
Tue Apr 12 18:21:33 2022	1649780493	3	6	8	6
Tue Apr 12 18:21:33 2022	1649780493	4	4	8	4
Tue Apr 12 18:21:26 2022	1649780486	3	5	8	4
Tue Apr 12 18:21:26 2022	1649780486	2	6	8	2
Tue Apr 12 18:21:28 2022	1649780488	2	7	8	3
Tue Apr 12 18:21:31 2022	1649780491	1	7	8	4
Tue Apr 12 18:21:28 2022	1649780488	3	5	8	5
Tue Apr 12 18:21:27 2022	1649780487	3	5	8	5
Tue Apr 12 18:21:30 2022	1649780490	1	8	8	6
Tue Apr 12 18:21:29 2022	1649780489	3	5	8	3
Tue Apr 12 18:21:33 2022	1649780493	1	7	8	6
Tue Apr 12 18:21:33 2022	1649780493	2	6	8	6
Tue Apr 12 18:21:31 2022	1649780491	2	7	8	6
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	7
Tue Apr 12 18:21:31 2022	1649780491	2	6	8	4
Tue Apr 12 18:21:29 2022	1649780489	4	5	8	5
Tue Apr 12 18:21:32 2022	1649780492	2	6	8	6
Tue Apr 12 18:21:29 2022	1649780489	2	7	8	7
Tue Apr 12 18:21:29 2022	1649780489	2	7	8	4
Tue Apr 12 18:21:28 2022	1649780488	2	6	8	4
Tue Apr 12 18:21:33 2022	1649780493	1	7	8	6
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	7
Tue Apr 12 18:21:28 2022	1649780488	2	6	8	3
Tue Apr 12 18:21:32 2022	1649780492	2	6	8	4
Tue Apr 12 18:21:31 2022	1649780491	1	7	8	4
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	7
Tue Apr 12 18:21:32 2022	1649780492	1	7	8	6
Tue Apr 12 18:21:30 2022	1649780490	4	5	8	5
Tue Apr 12 18:21:28 2022	1649780488	4	5	8	4
Tue Apr 12 18:21:28 2022	1649780488	2	6	8	6
Tue Apr 12 18:21:31 2022	1649780491	3	6	8	6
Tue Apr 12 18:21:31 2022	1649780491	1	7	8	6
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	7
Tue Apr 12 18:21:31 2022	1649780491	3	5	8	4
Tue Apr 12 18:21:33 2022	1649780493	2	7	8	7
Tue Apr 12 18:21:28 2022	1649780488	1	7	8	7
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	7
Tue Apr 12 18:21:28 2022	1649780488	1	8	8	5
Tue Apr 12 18:21:26 2022	1649780486	3	5	8	5
Tue Apr 12 18:21:29 2022	1649780489	2	6	8	6
Tue Apr 12 18:21:28 2022	1649780488	2	7	8	6
Tue Apr 12 18:21:28 2022	1649780488	2	7	8	7
Tue Apr 12 18:21:26 2022	1649780486	1	7	8	3
Tue Apr 12 18:21:26 2022	1649780486	2	7	8	5
Tue Apr 12 18:21:33 2022	1649780493	3	6	8	6
Tue Apr 12 18:21:31 2022	1649780491	2	6	8	6
Tue Apr 12 18:21:28 2022	1649780488	2	7	8	7
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	7
Tue Apr 12 18:21:26 2022	1649780486	3	6	8	5
Tue Apr 12 18:21:27 2022	1649780487	2	7	8	4
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	7
Tue Apr 12 18:21:27 2022	1649780487	2	7	8	4
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	5
Tue Apr 12 18:21:29 2022	1649780489	3	5	8	5
Tue Apr 12 18:21:33 2022	1649780493	2	6	8	6
Tue Apr 12 18:21:28 2022	1649780488	2	6	8	6
Tue Apr 12 18:21:33 2022	1649780493	3	6	8	6
Tue Apr 12 18:21:27 2022	1649780487	1	8	8	6
Tue Apr 12 18:21:29 2022	1649780489	2	7	8	6
Tue Apr 12 18:21:32 2022	1649780492	0	8	8	4
Tue Apr 12 18:21:28 2022	1649780488	2	7	8	7
Tue Apr 12 18:21:27 2022	1649780487	1	7	8	7
Tue Apr 12 18:21:26 2022	1649780486	4	5	8	4
Tue Apr 12 18:21:30 2022	1649780490	4	5	8	5
Tue Apr 12 18:21:32 2022	1649780492	2	6	8	4
Tue Apr 12 18:21:28 2022	1649780488	3	5	8	5
Tue Apr 12 18:21:29 2022	1649780489	1	8	8	7
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	5
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	7
Tue Apr 12 18:21:27 2022	1649780487	3	5	8	5
Tue Apr 12 18:21:29 2022	1649780489	3	5	8	5
Tue Apr 12 18:21:32 2022	1649780492	2	7	8	7
Tue Apr 12 18:21:33 2022	1649780493	1	7	8	4
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	4
Tue Apr 12 18:21:31 2022	1649780491	3	5	8	5
Tue Apr 12 18:21:28 2022	1649780488	4	4	8	4
Tue Apr 12 18:21:32 2022	1649780492	1	7	8	7
Tue Apr 12 18:21:31 2022	1649780491	3	6	8	5
Tue Apr 12 18:21:28 2022	1649780488	4	5	8	3
Tue Apr 12 18:21:32 2022	1649780492	1	7	8	5
Tue Apr 12 18:21:28 2022	1649780488	1	7	8	7
Tue Apr 12 18:21:31 2022	1649780491	1	7	8	7
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	7
Tue Apr 12 18:21:30 2022	1649780490	2	6	8	6
Tue Apr 12 18:21:26 2022	1649780486	3	5	8	4
Tue Apr 12 18:21:33 2022	1649780493	1	7	8	5
Tue Apr 12 18:21:29 2022	1649780489	1	8	8	5
Tue Apr 12 18:21:29 2022	1649780489	2	7	8	6
Tue Apr 12 18:21:33 2022	1649780493	2	6	8	6
Tue Apr 12 18:21:27 2022	1649780487	1	8	8	3
Tue Apr 12 18:21:29 2022	1649780489	4	4	8	4
Tue Apr 12 18:21:27 2022	1649780487	3	6	8	6
Tue Apr 12 18:21:26 2022	1649780486	4	5	8	4
Tue Apr 12 18:21:31 2022	1649780491	3	6	8	6
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	5
Tue Apr 12 18:21:32 2022	1649780492	2	6	8	6
Tue Apr 12 18:21:31 2022	1649780491	4	5	8	4
Tue Apr 12 18:21:27 2022	1649780487	4	4	8	4
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	4
Tue Apr 12 18:21:27 2022	1649780487	3	5	8	5
Tue Apr 12 18:21:27 2022	1649780487	2	7	8	3
Tue Apr 12 18:21:27 2022	1649780487	1	7	8	7
Tue Apr 12 18:21:27 2022	1649780487	3	5	8	5
Tue Apr 12 18:21:26 2022	1649780486	3	6	8	6
Tue Apr 12 18:21:31 2022	1649780491	2	6	8	6
Tue Apr 12 18:21:26 2022	1649780486	1	7	8	4
Tue Apr 12 18:21:32 2022	1649780492	2	6	8	6
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	7
Tue Apr 12 18:21:31 2022	1649780491	1	7	8	7
Tue Apr 12 18:21:28 2022	1649780488	1	7	8	7
Tue Apr 12 18:21:28 2022	1649780488	1	7	8	6
Tue Apr 12 18:21:30 2022	1649780490	2	6	8	6
Tue Apr 12 18:21:31 2022	1649780491	1	8	8	5
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	6
Tue Apr 12 18:21:32 2022	1649780492	3	6	8	4
Tue Apr 12 18:21:26 2022	1649780486	1	7	8	7
Tue Apr 12 18:21:31 2022	1649780491	1	7	8	7
Tue Apr 12 18:21:27 2022	1649780487	1	8	8	5
Tue Apr 12 18:21:30 2022	1649780490	2	6	8	6
Tue Apr 12 18:21:26 2022	1649780486	1	7	8	7
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	5
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	5
Tue Apr 12 18:21:30 2022	1649780490	2	6	8	5
Tue Apr 12 18:21:26 2022	1649780486	2	7	8	5
Tue Apr 12 18:21:30 2022	1649780490	3	6	8	4
Tue Apr 12 18:21:28 2022	1649780488	3	6	8	3
Tue Apr 12 18:21:28 2022	1649780488	2	6	8	5
Tue Apr 12 18:21:32 2022	1649780492	1	7	8	5
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	7
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	3
Tue Apr 12 18:21:33 2022	1649780493	5	4	8	4
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	6
Tue Apr 12 18:21:29 2022	1649780489	1	8	8	6
Tue Apr 12 18:21:32 2022	1649780492	1	7	8	5
Tue Apr 12 18:21:26 2022	1649780486	2	6	8	2
Tue Apr 12 18:21:32 2022	1649780492	2	7	8	4
Tue Apr 12 18:21:31 2022	1649780491	3	6	8	6
Tue Apr 12 18:21:29 2022	1649780489	4	5	8	5
Tue Apr 12 18:21:31 2022	1649780491	1	7	8	7
Tue Apr 12 18:21:31 2022	1649780491	1	8	8	5
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	6
Tue Apr 12 18:21:26 2022	1649780486	2	7	8	7
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	7
Tue Apr 12 18:21:30 2022	1649780490	4	5	8	5
Tue Apr 12 18:21:31 2022	1649780491	1	7	8	4
Tue Apr 12 18:21:30 2022	1649780490	1	7	8	7
Tue Apr 12 18:21:32 2022	1649780492	2	6	8	6
Tue Apr 12 18:21:32 2022	1649780492	1	7	8	7
Tue Apr 12 18:21:33 2022	1649780493	4	4	8	4
Tue Apr 12 18:21:30 2022	1649780490	2	6	8	6
Tue Apr 12 18:21:28 2022	1649780488	3	6	8	5
Tue Apr 12 18:21:28 2022	1649780488	3	6	8	3
Tue Apr 12 18:21:29 2022	1649780489	3	6	8	5
Tue Apr 12 18:21:29 2022	1649780489	2	7	8	7
Tue Apr 12 18:21:33 2022	1649780493	3	5	8	5
Tue Apr 12 18:21:32 2022	1649780492	3	5	8	4
Tue Apr 12 18:21:27 2022	1649780487	1	7	8	5
Tue Apr 12 18:21:28 2022	1649780488	3	5	8	5
Tue Apr 12 18:21:27 2022	1649780487	3	5	8	5
Tue Apr 12 18:21:28 2022	1649780488	2	7	8	3
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	7
Tue Apr 12 18:21:27 2022	1649780487	5	3	8	3
Tue Apr 12 18:21:27 2022	1649780487	2	6	8	3
Tue Apr 12 18:21:32 2022	1649780492	1	7	8	5
Tue Apr 12 18:21:29 2022	1649780489	3	5	8	5
Tue Apr 12 18:21:32 2022	1649780492	3	6	8	6
Tue Apr 12 18:21:29 2022	1649780489	3	5	8	4
Tue Apr 12 18:21:33 2022	1649780493	2	6	8	6
Tue Apr 12 18:21:26 2022	1649780486	2	7	8	7
Tue Apr 12 18:21:32 2022	1649780492	3	6	8	5
Tue Apr 12 18:21:32 2022	1649780492	2	6	8	4
Tue Apr 12 18:21:31 2022	1649780491	1	8	8	7
Tue Apr 12 18:21:27 2022	1649780487	2	7	8	4
Tue Apr 12 18:21:28 2022	1649780488	4	5	8	4
Tue Apr 12 18:21:31 2022	1649780491	2	7	8	7
Tue Apr 12 18:21:31 2022	1649780491	1	7	8	4
Tue Apr 12 18:21:27 2022	1649780487	3	5	8	5
Tue Apr 12 18:21:29 2022	1649780489	1	7	8	5
Tue Apr 12 18:21:32 2022	1649780492	1	8	8	7
Tue Apr 12 18:21:31 2022	1649780491	1	7	8	6
Tue Apr 12 18:21:31 2022	1649780491	1	7	8	7
Tue Apr 12 18:21:29 2022	1649780489	1	8	8	8
Tue Apr 12 18:21:28 2022	1649780488	3	6	9	3
Tue Apr 12 18:21:32 2022	1649780492	2	7	9	6
